id,project_name,url,dependency_count,licenses_count,critical_cves_count,high_cves_count,medium_cves_count,low_cves_count,sbomqs_rating,format,format_version,origin,tool,creation_time
948,com.github.Charca/bootbot,https://github.com/Charca/bootbot,86,1,0,0,0,7,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:03Z
949,com.github.jasny/bootstrap,https://github.com/jasny/bootstrap,28,1,0,0,0,0,6.44,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:54Z
950,com.github.radar/by_star,https://github.com/radar/by_star,15,1,0,0,0,0,6.52,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:00Z
951,com.github.jlongster/transducers.js,https://github.com/jlongster/transducers.js,14,1,0,0,0,0,6.43,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:53Z
952,com.github.jakearchibald/sprite-cow,https://github.com/jakearchibald/sprite-cow,180,0,0,0,0,29,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:55Z
953,com.github.KeepSafe/android-resource-remover,https://github.com/KeepSafe/android-resource-remover,6,1,0,0,0,5,7.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:10Z
954,com.github.serso/android-checkout,https://github.com/serso/android-checkout,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:42Z
955,com.github.angular-wizard/angular-wizard,https://github.com/angular-wizard/angular-wizard,26,1,0,0,0,0,6.24,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:40Z
956,com.github.sucese/android-interview-guide,https://github.com/sucese/android-interview-guide,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:32Z
957,com.github.bcherny/frontend-interview-questions,https://github.com/bcherny/frontend-interview-questions,413,0,0,0,0,26,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:20Z
958,com.github.fat/bean,https://github.com/fat/bean,4,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:43Z
959,com.github.pstadler/flightplan,https://github.com/pstadler/flightplan,371,1,0,0,0,38,7.71,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:33Z
960,com.github.PatrickJS/angular-websocket,https://github.com/PatrickJS/angular-websocket,29,1,0,0,0,0,6.38,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:07Z
961,com.github.adchsm/Slidebars,https://github.com/adchsm/Slidebars,2,1,0,0,0,0,6.82,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:10Z
962,com.github.rsl/stringex,https://github.com/rsl/stringex,13,1,0,0,0,4,7.69,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:40Z
963,com.github.willfarrell/alfred-workflows,https://github.com/willfarrell/alfred-workflows,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:10Z
964,com.github.mdbootstrap/bootstrap-toggle-buttons,https://github.com/mdbootstrap/bootstrap-toggle-buttons,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:30Z
965,com.github.mikeal/watch,https://github.com/mikeal/watch,3,1,0,0,0,0,6.67,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:09Z
966,com.github.Karumi/Rosie,https://github.com/Karumi/Rosie,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:31Z
967,com.github.auth0/angular-jwt,https://github.com/auth0/angular-jwt,21,1,0,0,0,0,6.41,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:21Z
968,com.github.KieSun/Dream,https://github.com/KieSun/Dream,2,0,0,0,0,0,7.05,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:00Z
969,com.github.maccman/juggernaut,https://github.com/maccman/juggernaut,6,1,0,0,0,2,6.59,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:49Z
970,com.github.zentures/surgemq,https://github.com/zentures/surgemq,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:33Z
971,com.github.dthree/vantage,https://github.com/dthree/vantage,23,1,0,0,0,5,6.76,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:32Z
972,com.github.jirikavi/AngularJS-Toaster,https://github.com/jirikavi/AngularJS-Toaster,345,1,0,0,0,53,7.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:23Z
973,com.github.elgerlambert/redux-localstorage,https://github.com/elgerlambert/redux-localstorage,7,1,0,0,0,0,6.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:06Z
974,com.github.lamdu/lamdu,https://github.com/lamdu/lamdu,5,1,0,0,0,0,6.82,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:27Z
975,com.github.hilongjw/vue-zhihu-daily,https://github.com/hilongjw/vue-zhihu-daily,62,0,0,0,0,0,6.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:53Z
976,com.github.lukas-vlcek/bigdesk,https://github.com/lukas-vlcek/bigdesk,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:02Z
977,com.github.remy/min.js,https://github.com/remy/min.js,8,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:19Z
978,com.github.cloudroc/baidu-nolimit,https://github.com/cloudroc/baidu-nolimit,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:11Z
979,com.github.webpack-contrib/url-loader,https://github.com/webpack-contrib/url-loader,911,1,0,0,0,38,7.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:19Z
980,com.github.webpack-contrib/webpack-serve,https://github.com/webpack-contrib/webpack-serve,1003,1,0,0,0,65,7.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:14Z
981,com.github.webpack-contrib/uglifyjs-webpack-plugin,https://github.com/webpack-contrib/uglifyjs-webpack-plugin,910,1,0,0,0,50,7.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:46Z
982,com.github.dobtco/formbuilder,https://github.com/dobtco/formbuilder,20,1,0,0,0,0,6.41,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:28Z
983,com.github.senchalabs/jsduck,https://github.com/senchalabs/jsduck,10,1,0,0,0,0,6.41,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:15Z
984,com.github.MasayukiSuda/EasingInterpolator,https://github.com/MasayukiSuda/EasingInterpolator,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:12Z
985,com.github.wbotelhos/raty,https://github.com/wbotelhos/raty,817,1,0,0,0,3,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:14Z
986,com.github.openlayers/ol2,https://github.com/openlayers/ol2,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:40Z
987,com.github.OverZealous/run-sequence,https://github.com/OverZealous/run-sequence,233,1,0,0,0,22,7.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:56Z
988,com.github.atom-community/sync-settings,https://github.com/atom-community/sync-settings,956,1,0,0,0,30,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:46Z
989,com.github.boxen/our-boxen,https://github.com/boxen/our-boxen,43,1,0,0,0,8,7.71,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:01Z
990,com.github.THEONE10211024/RxJavaSamples,https://github.com/THEONE10211024/RxJavaSamples,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:09Z
991,com.github.codejoust/session.js,https://github.com/codejoust/session.js,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:29Z
992,com.github.JKHeadley/rest-hapi,https://github.com/JKHeadley/rest-hapi,1425,1,0,0,0,40,7.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:46Z
993,com.github.JasonStu/ReactNative_Shopping,https://github.com/JasonStu/ReactNative_Shopping,13,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:03Z
994,com.github.bitovi/jquerypp,https://github.com/bitovi/jquerypp,12,1,0,0,0,0,6.74,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:10Z
995,com.github.sorellabs/fuck-you,https://github.com/sorellabs/fuck-you,5,1,0,0,0,0,6.55,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:51Z
996,com.github.jarlen/PhotoEditDemo,https://github.com/jarlen/PhotoEditDemo,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:25Z
997,com.github.antwankakki/FabricView,https://github.com/antwankakki/FabricView,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:32Z
998,com.github.victorb/ngProgress,https://github.com/victorb/ngProgress,8,1,0,0,0,0,6.48,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:34Z
999,com.github.daizhenjun/ImageFilterForAndroid,https://github.com/daizhenjun/ImageFilterForAndroid,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:14Z
1000,com.github.cascadium/wsl-windows-toolbar-launcher,https://github.com/cascadium/wsl-windows-toolbar-launcher,11,1,0,0,0,0,6.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:52Z
1001,com.github.vladikoff/grunt-devtools,https://github.com/vladikoff/grunt-devtools,14,1,0,0,0,0,6.43,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:48Z
1002,com.github.siyamed/android-satellite-menu,https://github.com/siyamed/android-satellite-menu,3,0,0,0,0,0,6.97,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:23Z
1003,com.github.omadahealth/SwipyRefreshLayout,https://github.com/omadahealth/SwipyRefreshLayout,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:51Z
1004,com.github.aspnet/KestrelHttpServer,https://github.com/aspnet/KestrelHttpServer,36,1,0,0,0,0,5.95,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:57Z
1005,com.github.daCapricorn/ArcMenu,https://github.com/daCapricorn/ArcMenu,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:56Z
1006,com.github.dryruby/rack-throttle,https://github.com/dryruby/rack-throttle,17,1,0,0,0,5,7.19,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:27Z
1007,com.github.i5ting/nodejs-fullstack,https://github.com/i5ting/nodejs-fullstack,6,1,0,0,0,0,6.52,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:55Z
1008,com.github.gruntjs/grunt-contrib-uglify,https://github.com/gruntjs/grunt-contrib-uglify,443,1,0,0,0,7,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:37Z
1009,com.github.ngerakines/commitment,https://github.com/ngerakines/commitment,2,1,0,0,0,1,7.5,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:38Z
1010,com.github.Zhaoss/WeiXinRecordedDemo,https://github.com/Zhaoss/WeiXinRecordedDemo,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:23Z
1011,com.github.chiuki/advanced-textview,https://github.com/chiuki/advanced-textview,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:32Z
1012,com.github.mattn/gom,https://github.com/mattn/gom,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:39Z
1013,com.github.Flotype/now,https://github.com/Flotype/now,6,1,0,0,0,0,6.52,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:14Z
1014,com.github.breach/thrust,https://github.com/breach/thrust,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:51Z
1015,com.github.tshelburne/redux-batched-actions,https://github.com/tshelburne/redux-batched-actions,10,1,0,0,0,0,6.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:05Z
1016,com.github.weexteam/hackernews-App-powered-by-Apache-Weex,https://github.com/weexteam/hackernews-App-powered-by-Apache-Weex,15,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:42Z
1017,com.github.ebidel/filer.js,https://github.com/ebidel/filer.js,6,0,0,0,0,0,5.38,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:36Z
1018,com.github.mzucker/page_dewarp,https://github.com/mzucker/page_dewarp,6,1,0,0,0,0,6.21,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:50Z
1019,com.github.devote/HTML5-History-API,https://github.com/devote/HTML5-History-API,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:32Z
1020,com.github.rodi01/RenameIt,https://github.com/rodi01/RenameIt,965,1,0,0,0,54,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:14Z
1021,com.github.a5hik/ng-sortable,https://github.com/a5hik/ng-sortable,33,1,0,0,0,0,6.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:41Z
1022,com.github.foreversd/forever-monitor,https://github.com/foreversd/forever-monitor,13,1,0,0,0,1,6.64,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:40Z
1023,com.github.Foxandxss/angular-toastr,https://github.com/Foxandxss/angular-toastr,15,1,0,0,0,0,6.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:27Z
1024,com.github.garris/TremulaJS,https://github.com/garris/TremulaJS,7,1,0,0,0,0,6.43,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:22Z
1025,com.github.wuhenzhizao/android-titlebar,https://github.com/wuhenzhizao/android-titlebar,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:05Z
1026,com.github.BlueSpire/Durandal,https://github.com/BlueSpire/Durandal,30,1,0,0,0,6,7.02,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:53Z
1027,com.github.akoenig/angular-deckgrid,https://github.com/akoenig/angular-deckgrid,8,1,0,0,0,0,6.48,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:13Z
1028,com.github.vmware-archive/scripted,https://github.com/vmware-archive/scripted,16,1,0,0,0,6,7.47,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:04Z
1029,com.github.zhihu/rucene,https://github.com/zhihu/rucene,26,1,0,0,0,0,6.4,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:40Z
1030,com.github.brucetoo/PickView,https://github.com/brucetoo/PickView,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:16Z
1031,com.github.usablica/progress.js,https://github.com/usablica/progress.js,2,1,0,0,0,0,6.59,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:11Z
1032,com.github.redbooth/teambox,https://github.com/redbooth/teambox,119,1,0,0,0,55,7.61,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:23Z
1033,com.github.DrewDahlman/Mason,https://github.com/DrewDahlman/Mason,28,1,0,0,0,0,6.46,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:03Z
1034,com.github.wentin/underlineJS,https://github.com/wentin/underlineJS,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:30Z
1035,com.github.toddway/MaterialTransitions,https://github.com/toddway/MaterialTransitions,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:59Z
1036,com.github.urish/angular-moment,https://github.com/urish/angular-moment,17,1,0,0,0,5,7.46,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:00Z
1037,com.github.anandthakker/doiuse,https://github.com/anandthakker/doiuse,565,1,0,0,0,6,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:32Z
1038,com.github.laravel/elixir,https://github.com/laravel/elixir,41,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:35Z
1039,com.github.yewei02538/HiPermission,https://github.com/yewei02538/HiPermission,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:12Z
1040,com.github.Raysmond/SpringBlog,https://github.com/Raysmond/SpringBlog,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:52Z
1041,com.github.Mynameisfwk/vivo-shop,https://github.com/Mynameisfwk/vivo-shop,51,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:02Z
1042,com.github.androiddevelop/AlignTextView,https://github.com/androiddevelop/AlignTextView,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:35Z
1043,com.github.seatgeek/react-infinite,https://github.com/seatgeek/react-infinite,832,0,0,0,0,73,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:53Z
1044,com.github.bvaughn/redux-search,https://github.com/bvaughn/redux-search,835,1,0,0,0,87,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:17Z
1045,com.github.Pasvaz/bindonce,https://github.com/Pasvaz/bindonce,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:53Z
1046,com.github.gelitenight/WaveView,https://github.com/gelitenight/WaveView,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:57Z
1047,com.github.guonaihong/gout,https://github.com/guonaihong/gout,38,1,0,0,0,17,6.83,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:59Z
1048,com.github.VerbalExpressions/CSharpVerbalExpressions,https://github.com/VerbalExpressions/CSharpVerbalExpressions,4,1,0,0,0,0,7.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:09Z
1049,com.github.Creatide/AnimateMate,https://github.com/Creatide/AnimateMate,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:57Z
1050,com.github.gaearon/react-document-title,https://github.com/gaearon/react-document-title,12,1,0,0,0,0,6.44,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:20Z
1051,com.github.gaearon/react-transform-boilerplate,https://github.com/gaearon/react-transform-boilerplate,19,1,0,0,0,0,6.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:34Z
1052,com.github.carrot/share-button,https://github.com/carrot/share-button,17,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:39Z
1053,com.github.neokree/MaterialNavigationDrawer,https://github.com/neokree/MaterialNavigationDrawer,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:05Z
1054,com.github.neokree/MaterialTabs,https://github.com/neokree/MaterialTabs,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:24Z
1055,com.github.linkedin/dr-elephant,https://github.com/linkedin/dr-elephant,32,1,0,0,0,0,7.71,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:04Z
1056,com.github.linkedin/parseq,https://github.com/linkedin/parseq,16,1,0,0,0,0,7.02,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:38Z
1057,com.github.bread-and-pepper/django-userena,https://github.com/bread-and-pepper/django-userena,7,1,0,0,0,14,6.62,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:18Z
1058,com.github.googlearchive/android-FingerprintDialog,https://github.com/googlearchive/android-FingerprintDialog,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:50Z
1059,com.github.googlearchive/firebase-jobdispatcher-android,https://github.com/googlearchive/firebase-jobdispatcher-android,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:41Z
1060,com.github.johnkil/Android-AppMsg,https://github.com/johnkil/Android-AppMsg,4,1,0,0,0,0,7.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:51Z
1061,com.github.xmuSistone/AnimRichEditor,https://github.com/xmuSistone/AnimRichEditor,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:42Z
1062,com.github.objectivehtml/FlipClock,https://github.com/objectivehtml/FlipClock,7,1,0,0,0,0,6.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:52Z
1063,com.github.siriscac/RippleView,https://github.com/siriscac/RippleView,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:44Z
1064,com.github.jiangqqlmj/FastDev4Android,https://github.com/jiangqqlmj/FastDev4Android,9,0,0,0,0,1,7.37,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:47Z
1065,com.github.ApmeM/android-flowlayout,https://github.com/ApmeM/android-flowlayout,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:00Z
1066,com.github.rails/jquery-ujs,https://github.com/rails/jquery-ujs,10,1,0,0,0,11,7.55,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:59Z
1067,com.github.rails/strong_parameters,https://github.com/rails/strong_parameters,21,1,0,0,0,16,7.34,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:07Z
1068,com.github.wakatime/legacy-python-cli,https://github.com/wakatime/legacy-python-cli,10,1,0,0,0,0,7.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:26Z
1069,com.github.mercyblitz/thinking-in-spring-boot-samples,https://github.com/mercyblitz/thinking-in-spring-boot-samples,49,1,0,0,0,7,6.76,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:18Z
1070,com.github.krasimir/absurd,https://github.com/krasimir/absurd,12,1,0,0,0,3,7.58,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:48Z
1071,com.github.markevans/dragonfly,https://github.com/markevans/dragonfly,12,1,0,0,0,0,6.44,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:46Z
1072,com.github.rgrove/lazyload,https://github.com/rgrove/lazyload,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:38Z
1073,com.github.midgetspy/Sick-Beard,https://github.com/midgetspy/Sick-Beard,2,1,0,0,0,0,6.59,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:41Z
1074,com.github.inket/update_xcode_plugins,https://github.com/inket/update_xcode_plugins,6,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:31Z
1075,com.github.johnpolacek/BigVideo.js,https://github.com/johnpolacek/BigVideo.js,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:22Z
1076,com.github.Skykai521/ECTranslation,https://github.com/Skykai521/ECTranslation,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:24Z
1077,com.github.pwa-builder/PWABuilder-CLI,https://github.com/pwa-builder/PWABuilder-CLI,1184,0,0,0,0,109,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:51Z
1078,com.github.namuol/cheet.js,https://github.com/namuol/cheet.js,9,1,0,0,0,0,6.46,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:18Z
1079,com.github.florent37/FiftyShadesOf,https://github.com/florent37/FiftyShadesOf,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:05Z
1080,com.github.armcha/LuseenBottomNavigation,https://github.com/armcha/LuseenBottomNavigation,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:39Z
1081,com.github.codef0rmer/angular-dragdrop,https://github.com/codef0rmer/angular-dragdrop,5,1,0,0,0,0,6.55,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:06Z
1082,redis:latest,https://github.com/phil2211/deciphering_complexity,108,35,0,0,0,4,7.23,CycloneDX,1.4,sourcegraph,syft,2023-08-15T09:38:20+02:00
1083,postgres:latest,https://github.com/phil2211/deciphering_complexity,147,42,0,0,0,4,7.25,CycloneDX,1.4,sourcegraph,syft,2023-08-15T09:30:33+02:00
1084,/intel/cve-bin-tool/triage.json,https://github.com/intel/cve-bin-tool,0,0,-1,-1,-1,-1,0.0,CycloneDX,1.4,sourcegraph,,
1085,Python-cve-bin-tool,https://github.com/intel/cve-bin-tool,68,8,0,0,0,12,8.81,CycloneDX,1.4,sourcegraph,sbom4python,2023-06-26T00:33:45Z
1086,Python-cve-bin-tool,https://github.com/intel/cve-bin-tool,64,8,-1,-1,-1,-1,0.0,CycloneDX,1.5,sourcegraph,,2023-12-04T00:26:50Z
